"Season" "Episode" "Character" "Text"
" "I wasn't sleeping, I was just thinking really hard!
"
"03" "03" "Thomas:
" "[telling his tale to Randy and Sharon] ...And then these aliens had me up on their ship, right? They was probing me and all that.
"
"03" "03" "Nellie:
" "We had taco salad that night.
"
"03" "03" "Thomas:
" "Don't matter what we had for dinner woman! Now this alien had a big head and big black eyes, and it was all bent over me. I said, What do you want from me, alien?! and do you know what he said?
"
"03" "03" "Nellie:
" "Tree-fitty.
"
"03" "03" "Thomas:
" "Uh. Let me tell the damn story now! He said, tree-fitty. And so I realized I that it wasn't no alien, it was that God-damned Loch Ness monster again, trying to trick me into giving him tree-fitty by dressing up like an alien. Don't that just beat all?!
"
"03" "03" "Nellie:
" "I had just given him tree-fitty the week before.
"
"03" "03" "Thomas:
" "What?! You gave that monster another damn tree-fitty?!
"
"03" "03" "Nellie:
" "[somewhat defensive] He tricked me.
"
"03" "03" "Thomas:
" "Well no wonder the damn monster keeps coming back to our house! You keep giving it tree-fitty!
"
"03" "03" "
" "[The ceremony begins. An usher goes up to a turntable and sets the needle down on a record. Veronica enters in a traditional wedding gown]
"
"03" "03" "Stan:
" "There she is! [Here Comes the Bride plays. Chef and Priest Maxi await her.]
"
"03" "03" "Stan:
" "[as Veronica walks by] Bitch. Bitch.
"
"03" "03" "Kyle:
" "[joins in] Bitch.
"
"03" "03" "Stan:
" "Bitch.
"
"03" "03" "Kyle:
" "Dirty bitch.
"
"03" "03" "Stan:
" "[to Cartman] All right. Kyle and I are gonna take our positions up front.
"
"03" "03" "Cartman:
" "Okay. [Stan and Kyle leave]
"
"03" "03" "Priest Maxi:
" "Do you, Chef, take this woman as your lawful-wedded wife, to have and to-
"
"03" "03" "Chef:
" "Iii do!
"
"03" "03" "Nellie:
" "Aaah, my baby's getting married!
"
"03" "03" "Priest Maxi:
" "And do you, Veronica, take Chef to be your daddy?
"
"03" "03" "Veronica:
" "I do!
"
"03" "03" "Priest Maxi:
" "And now a special sharing of vows through song.
"
"03" "03" "Stan:
" "[as A Morning After begins] Here it goes.
"
"03" "03" "Veronica:
" "There's got to be a morning after. [the needle is removed and there's no more music]
"
"03" "03" "Stan:
" "Now, Cartman! [Kyle holds the needle in his left hand. The crowd gasps and Veronica is pissed]
"
"03" "03" "Kyle:
" "Now, Cartman!! [No response. Cartman is asleep again.]
"
"03" "03" "Chef:
" "[looks over] Children! You are screwing up my wedding! [Priest Maxi and Veronica turn to face them]
"
"03" "03" "Veronica:
" "I'll take care of them! [begins to move towards them]
"
"03" "03" "Kyle:
" "Cartman!! Wake up you fat piece of crap!! [Kenny punches Cartman]
"
"03" "03" "Cartman:
" "Ow! [Veronica reaches Stan and Kyle, but the backwards version of A Morning After soon plays]
"
"03" "03" "Stan, Kyle:
" "[singing on the tape]Light the for looking on keep let'ssunshine...

"
"03" "03" "Veronica:
" "[stops] Aaargh!
"
"03" "03" "Stan, Kyle:
" "The find to chance a have wenight-

"
"03" "03" "Veronica:
" "Noooo! [the whites of her eyes flash red for a few seconds]
"
"03" "03" "Chef:
" "[sees Veronica transform] What the-?!
"
"03" "03" "Stan, Kyle:
" "-the to on- [the tape balks and reverses to a halt]
"
"03" "03" "Cartman:
" "Oh no! The tape jammed! [Veronica transforms again, this time tearing through the gown, revealing her huge wings and succubus body. The congregation reacts with groans and screams]
"
"03" "03" "Man:
" "Oh my God!
"
"03" "03" "Women:
" "Oh my God!
"
"03" "03" "Chef:
" "What the-?! [everyone else falls silent]
"
"03" "03" "Thomas:
" "She's a goddam Succubus!
"
"03" "03" "Nellie:
" "Succubus trying to take my baby! [the succubus roars and flies into the air. As she hovers over the congregants, they scream and dive under the pews]
"
"03" "03" "
" "[Outside, The doors open and people pour out]
"
"03" "03" "
" "[Inside, Stan and Kyle try to get Cartman's attention again]
"
"03" "03" "Stan:
" "Come on Cartman!
"
"03" "03" "Cartman:
" "[pressing every button on the tape player] I can't see anything!
"
"03" "03" "Kenny:
" "[tries to help] (Wait...) [the succubus lands on Kenny, breaking the pew in half. Kenny is dead under her feet]
"
"03" "03" "Stan:
" "Oh my God! She killed Kenny!
"
"03" "03" "Kyle:
" "You bastard!
"
"03" "03" "Nellie:
" "[with a stick, runs at the succubus] You damn monster! Get away from my baby!
"
"03" "03" "Thomas:
" "[reaching into his pocket] Hold on, now, I'll see if I have tree-fitty!
"
"03" "03" "Nellie:
" "[gets a few blows in, but the succubus knocks her away] Oh my-
"
"03" "03" "Cartman:
" "[presses the right button] Got it! [music resumes]
"
"03" "03" "Stan, Kyle:
" "-the to on hold can we if after [the succubus grips her head with both hands, roaring in pain] morning a be to got There's  Warm and safe that's... [the ground opens up, flames appear, and the succubus drops down into the hole. The flames leave with her. Chef walks up to the hold and looks over it]
"
"03" "03" "Mr. Garrison:
" "[sits up in his pew] Hoh, wow! You don't see that every day!
"
"03" "03" "Stan:
" "[walks up with Kyle to Chef] We're sorry Chef, we had to do it!
"
"03" "03" "Chef:
" "[sadly] No I'm, I'm glad you did, children. Now that she's gone, I can't really figure out what I ever saw in her.
"
"03" "03" "Mr. Garrison:
" "[to man on his right] Poontang's poontang.
"
"03" "03" "Chef:
" "Come on, children. Let's go get some ice cream.
"
"03" "03" "Stan, Kyle:
" "Hooray! [the three walk out. As they do, people start rising from under the pews]
"
"03" "03" "Cartman:
" "What? What happened you guys? Is Kenny okay?
"
"03" "03" "
" "[The cafeteria kitchen. Chef is back at the counter as the boys enter.]
"
"03" "03" "Chef:
" "Hello there, children!
"
"03" "03" "Stan, Kyle:
" "Hey, Chef!
"
"03" "03" "Chef:
" "How would you like some fish sticks and tater tots?
"
"03" "03" "Stan:
" "[cheerfully] We'd love them!
"
"03" "03" "Kyle:
" "It's great to have you back Chef!
"
"03" "03" "Chef:
" "Yeah, well, I learned a very important lesson this week: [begins to sing]Sometimes you fall in love and you think it feels that way forever.You change your life and didn't know your friends cause you think it can't get any better.But then love goes away; no matter what, it doesn't stay as strong.And then you're left with nothing, cause your tinking with your dong.<p>So watch out for that love bug! It can destroy like a typhoon wind!Just play it cool and don't be a fool...
"
"03" "03" "Mr. Garrison:
" "[from the entrance] And never let poontang come between you and your friend.
"
"03" "03" "Chef:
" "Daaamn right, Garrison! [song fades out]
"
"03" "03" "
" "[The optometrist's office. Cartman walks in with a large ice box. His bandages are off. Now we know why he wasn't at school with Stan and Kyle.]
"
"03" "03" "Dr. Lott:
" "Oh, hello, piggy. How are your eyes doing?
"
"03" "03" "Cartman:
" "After today they're gonna be fine, and I'll never have to see you ever again!
"
"03" "03" "Dr. Lott:
" "I don't think that's possible, piggy, not with your eyes.
"
"03" "03" "Cartman:
" "No, not with my eyes. With these! [takes Kenny's frozen head out of the box to show the eyes] Ha ha ha ha ha ha!
"
"03" "03" "Dr. Lott:
" "Was he an organ donor?
"
"03" "03" "Cartman:
" "Eh-sure.
"
"03" "03" "Dr. Lott:
" "All right, then let's get to work. [Cartman gets in the chair, and the optometrist pulls out Kenny's left eye] Say, you don't have three dollars and fifty cents on you, do you?
"
"03" "03" "
" "
[End of Chef's Mama. A Morning After plays backwards]:
Light the for looking on keep let'sSunshine the find to chance a have weNight the to on hold can we ifAfter morning a be to got there'sWarm and safe that's...


"
"Season" "Episode" "Character" "Text"
"03" "04" "
" "[The boys are camping near Stark's Pond. They've set up a campfire and are roasting marshmallows. Cartman plays a harmonica]
"
"03" "04" "Cartman:
" "
You guys, listen to this song I just wrote. It's called, I Hate You Guys:[plays four notes before each line]I hate you guys.You guys are assholes.Specially Kenny.[the other three glare at him] I hate him the most.
Okay now, let's try one all together:I hate you guys. Come on, you guys know the words.Specially Kenny.


"
"03" "04" "Kyle:
" "This is sweet, being rugged outdoorsmen. [Hey you guys, sing the song!] Facing the wilderness, not having to be home until 8:30,... [Cartman gets up and walks away]
"
"03" "04" "Stan:
" "Where are you going?
"
"03" "04" "Cartman:
" "I'm going home for a minute. I have to go to the bathroom.
"
"03" "04" "Kyle:
" "Just go behind a tree.
"
"03" "04" "Cartman:
" "I have to go number two.
"
"03" "04" "Stan:
" "So? You can poo in the wilderness.
"
"03" "04" "Cartman:
" "No way, dude! What would I wipe with?
"
"03" "04" "Kyle:
" "Cartman, don't be such a baby! We're supposed to be rugged outdoorsmen!
"
"03" "04" "Cartman:
" "Well what do I sit on?
"
"03" "04" "Kyle:
" "You just squat, stupid! [Cartman begins to lower his pants...]
"
"03" "04" "Stan:
" "Not here! Go further away!
"
"03" "04" "Cartman:
" "[moves away] God, I'm glad you guys know all these pooping outside rules! [he squats some distance away and begins] Urgh. Come on, now.
"
"03" "04" "Kyle:
" "Watch out for ground eels! [he, Stan and Kenny begin to laugh]
"
"03" "04" "Cartman:
" "Stop, you guys! I can't think!
"
"03" "04" "Kyle:
" "What do you have to think about?
"
"03" "04" "Cartman:
" "I have to think about... planes dropping bombs, and dump trucks, and self-serve ice cream... [a dump is heard] Oh, that did it.
"
"03" "04" "Stan:
" "Sick, dude!
"
"03" "04" "
" "[In the lake, the water becomes agitated, and a bubble comes up. Cartman pulls out his harmonica and plays again]
"
"03" "04" "Cartman:
" "
Poopin' outside,
[a rear shot] Makin' self-serve ice creamFor my friendsSpecially Kenny.
Hey, Kenny, Can I borrow one of your gloves?[a yellow creature peeks out between the trees. It is the one looking at Cartman's rear.]


"
"03" "04" "Kenny:
" "(Here you go.) [begins to walk to Cartman, but realizes what it's to be used for] (No way!) [goes back to roasting his marshmallow]
"
"03" "04" "Cartman:
" "[hears some rustling and zips up immediately] What the?
"
"03" "04" "Creature:
" "[running through the trees] Oohma poota!
"
"03" "04" "Cartman:
" "Oh my God! Come on, you guys, come look at this!
"
"03" "04" "Stan:
" "[thinking of poo] We don't wanna look at it, Cartman!
"
"03" "04" "Cartman:
" "[urging] You guys, get over here!
"
"03" "04" "Kyle:
" "No way, dude!
"
"03" "04" "Cartman:
" "I'm serious now! [the boys walk over to the spot] Look. Over by those bushes.
"
"03" "04" "Kyle:
" "What?
"
"03" "04" "Creature:
" "Meesa scared!
"
"03" "04" "Stan:
" "I see it!
"
"03" "04" "Cartman:
" "Come on! Let's kill it! [the boys move forward]
"
"03" "04" "Kyle:
" "[steps in the poo and looks at his shoe] Aw, Cartman! You're supposed to bury it!
"
"03" "04" "
" "[Jimbo's lodge. This is where Huntin' and Killin' is shot. Inside, Jimbo is watching TV and Ned, in a short kimono, looks for something.]
"
"03" "04" "Announcer:
" "Look at this sword. Only on House Shopping Network. It has a dragon on the blade. [close-up of the samurai sword] It's got a dragon painted right on the blade! You should buy the samurai sw-
"
"03" "04" "Jimbo:
" "Ned, how the hell could you lose your voice box?! [Ned tries to speak] I can't hear you, Ned. You don't have a trachea. You smoked too much and you had it removed. And then you drank too much and you lost your god-damned voice box, Ned!
"
"03" "04" "Ned:
" "[eructing] Shut... up... Jimbo.
"
"03" "04" "Jimbo:
" "Aw, Ned, don't burp-talk. That just sicks me out.
"
"03" "04" "Stan:
" "[outside] I saw it this way!
"
"03" "04" "Kyle:
" "Over here!
"
"03" "04" "Cartman:
" "[trying to keep up] Come on, you guys!
"
"03" "04" "
" "[the boys reach the lodge]
"
"03" "04" "Jimbo:
" "[opens the door] What the hell's goin' on?!
"
"03" "04" "Stan:
" "Uncle Jimbo, Cartman found a big animal creature and it ran over that way!
"
"03" "04" "Jimbo:
" "Hold on, I'll get my shotgun! Ned! Ned, come on! [goes in, and reappears with his gun. Ned follows him out the door] Where did it go?
"
"03" "04" "Kyle:
" "It just ran by here a second ago. [rustling is heard]
"
"03" "04" "Jimbo:
" "[cocks the shotgun] Sounds like it ran into the ostrich trap! [all move slowly around a corner] Sshh. Now keep quiet. All right. I'm gonna turn my flashlight on. It may get startled, so be ready. [turns it on and flashes it into the trap]
"
"03" "04" "Creature:
" "Ooba jaaga!
"
"03" "04" "Jimbo:
" "Holy Crow! I've never seen anything like it!
"
"03" "04" "Creature:
" "Meesa gonna die? Wooo-wowoop!
"
"03" "04" "Cartman:
" "Heheh. Hey-heh, that thing's funny.
"
"03" "04" "Kyle:
" "[annoyed] It's stupid.
"
"03" "04" "Jimbo:
" "Well, let's kill it.
"
"03" "04" "Cartman:
" "[intervening] No! No. Don't.
"
"03" "04" "Jimbo:
" "Huh?
"
"03" "04" "Cartman:
" "I like it.
"
"03" "04" "Kyle:
" "You don't like anything, Cartman! [the creature is shaking from fright, and Cartman looks at it affectionately]
"
"03" "04" "Jimbo:
" "Well, all right. Ned, get the Mayor on the phone, tell her that we... hoh yeah, he can't talk. All right, never mind, I'll do it.
"
"03" "04" "
" "[South Park, the next day]
"
"03" "04" "Jimbo:
" "Yeah, it was like wrestling a Louisiana alligator, this thing. Put up one hell of a fight. [the crowd murmurs and the creature just stares out of the cage. His view is that of a fish lens]
"
"03" "04" "Sheila:
" "[walks up to it] Hello there. Who's the cute baby? Who's the fuzzy, huh? Yes, that's a cutie. [three men with briefcases walk up]
"
"03" "04" "Fed:
" "Mayor, we're from the Department of Interior.
"
"03" "04" "Mayor:
" "Ooh, yes. How are you?
"
"03" "04" "DOI 1:
" "[the one with black hair] Fine, just fine.
"
"03" "04" "DOI 2:
" "[the one with red hair] Fine, just fine.
"
"03" "04" "DOI 3:
" "[the one with brown hair] Fine.
"
"03" "04" "Mayor:
" "Right over here. [she shows them the creature and they stare in awe]
"
"03" "04" "DOI 2:
" "My God, McClanahan, do you believe it? [DOI 3 is just stunned]
"
"03" "04" "Creature:
" "Meesa needa Jakov. [raises its arms] Dwooooooo!
"
"03" "04" "DOI 1:
" "Mm-it's amazing.
"
"03" "04" "Mayor:
" "What?
"
"03" "04" "DOI 1:
" "Mayor, this is a jakovasaur. A live one has never been seen.
"
"03" "04" "Mayor:
" "Oh, neato.
"
"03" "04" "DOI 2:
" "Incredible. [turns to look at the Mayor] We know of this creature only from remains frozen in snow.
"
"03" "04" "DOI 1:
" "Do you realize what this means? We could use its DNA and have a chance of bringing the entire jakovasaur species back from extinction.
"
"03" "04" "Cartman:
" "Wow! Cool!
"
"03" "04" "Ned:
" "[eructing] Is... there... re... ward... money? [the DOI agents look at him]
"
"03" "04" "Jimbo:
" "Huh, cut it out, Ned! That's just disgusting!
"
"03" "04" "DOI 2:
" "This one jakovasaur can mother an entire population of the animals.
"
"03" "04" "Woman:
" "Well, in that case, I think we should name it... Hope.
"
"03" "04" "Woman 2:
" "Hope.
"
"03" "04" "Man:
" "Yes, Hope.
"
"03" "04" "Hope:
" "Meesa name Junjun.
"
"03" "04" "Stan:
" "I think his name is Junjun.
"
"03" "04" "Mayor:
" "Hope. Why, that's a perfectly beautiful name!
"
"03" "04" "DOI 1:
" "Now we must find a safe place for it.
"
"03" "04" "Mr. Garrison:
" "I'll keep it at my house.
"
"03" "04" "Mayor:
" "No, Garrison, you'll just try to have sex with it!
"
"03" "04" "Junjun:
" "Uuh?!
"
"03" "04" "Mr. Garrison:
" "What?! How dare you say that?!
"
"03" "04" "Mayor:
" "Garrison, you remember what happened to the wounded pigeon you were supposed to take care of?!
"
"03" "04" "Mr. Garrison:
" "Oh, come on! You all know that pigeon was a total slut.
"
"03" "04" "Rancher:
" "Oh, I got a barn it can stay in. It ain't much, but it's heated.
"
"03" "04" "DOI 1:
" "Well, that sounds fine, just fine.
"
"03" "04" "DOI 3:
" "Fine, just fine.
"
"03" "04" "DOI 2:
" "Fine.
"
"03" "04" "Mr. Garrison:
" "Now, wait a minute. I wanna clear the air here. We all know that pigeon was a whore. Raise your hand if you didn't sleep with that pigeon? [everyone around him raises his or her hand] Oh, whatever!
"
"03" "04" "
" "[That night, something mysterious is happening at Stark's Pond. The water is agitated again, and another jakovasaur rises out of the water. It sees a pup tent and rushes to it. It finds a backpack next to it and searches it. The following address shows up: E. Cartman, 21208 E. Bonaza Cir., South Park, CO. But Cartman is at home looking at the House Shopping Network on TV]
"
"03" "04" "Announcer:
" "It's got a dragon painted on the blade. This is the Sumatomi sword-
"
"03" "04" "Cartman:
" "[wondering] Wow, a dragon right on the blade. Mom, can I get a Sumatomi sword used by the ancient Tokugawa soldiers??
"
"03" "04" "Liane:
" "[from somewhere else] I'll think about it, hon.
"
"03" "04" "Cartman:
" "Sweet. [someone knocks on the front door] Mom, somebody's at the door.
"
"03" "04" "Liane:
" "Mommy's busy, boopie-kins.
"
"03" "04" "Cartman:
" "Should I get it?
"
"03" "04" "Liane:
" "[in bed, with torch and bong in hand] Go ahead, snookums. It's probably one of your little friends.
"
"03" "04" "Cartman:
" "Okay.
"
"03" "04" "Liane:
" "[inhales, with a manly voice] Hmmm. [two men are in bed with her. One of them is her congressman, O'Reilly]
"
"03" "04" "
" "[the knocking continues]
"
"03" "04" "Cartman:
" "Okay, okay, hold your horses! God! [opens the door and screams. An angry jakovasaur glares at him. Cartman backs into the living room] Mom, it's another Stark's Pond creature!
"
"03" "04" "Liane:
" "That's nice, muffin.
"
"03" "04" "Jakovasaur:
" "Please help me. Whoa-oh-oh-oh. [falls on his face and gets up] Please help me find Junjun. She has been gone since last night, and I'm worried sick.
"
"03" "04" "Cartman:
" "You mean the other jakovasaur?
"
"03" "04" "Jakovasaur:
" "What means a jakovasaur?
"
"03" "04" "Cartman:
" "You're a jakovasaur; that's what they call you.
"
"03" "04" "Jakovasaur:
" "Oh. Cool beans.
"
"03" "04" "Cartman:
" "But the other jakovasaur talked different.
"
"03" "04" "Jakovasaur:
" "That's 'cause Junjun's a girl. Girls talk different.
"
"03" "04" "Cartman:
" "I have to call my friends over; they're never gonna believe it.
"
"03" "04" "Jakovasaur:
" "Please take me to Junjun. We're the last of our kind. There are only two of us left.
"
"03" "04" "
" "[Cartman's room. He's telling his friends what he learned]
"
"03" "04" "Cartman:
" "He's the last of his kind, you guys. There's only two of them left. [the others stay silent, looking at him]
"
"03" "04" "Kyle:
" "Did you smoke some of your mom's crack?
"
"03" "04" "Cartman:
" "Will you stop with the whole mom smoking crack thing?! It's a old joke!
"
"03" "04" "Jakovasaur:
" "[hidden] Eric, do you have any more cookies? [Cartman turns his head aside and grins]
"
"03" "04" "Stan:
" "Who's that? One of your mom's boyfriends?
"
"03" "04" "Cartman:
" "No, that was a jakovasaur. It's okay to come in. [the closet door opens and the jakovasaur comes out]
"
"03" "04" "Stan:
" "Wow!
"
"03" "04" "Cartman:
" "Jakov, I want you to meet my friends.
"
"03" "04" "Jakov:
" "Huhello, guys. I love new friends. [trips and flies across the room, then clears his head. A rattling noise is heard]
"
"03" "04" "Cartman:
" "Hahahahaheh, isn't he funny?
"
"03" "04" "Stan:
" "[put off] No, he's annoying.
"
"03" "04" "Kyle:
" "What are we supposed to do with him?
"
"03" "04" "Cartman:
" "We have to take him to that rancher's barn to see his girlfriend.
"
"03" "04" "Stan:
" "Why don't we just tell our parents?
"
"03" "04" "Cartman:
" "No! Why don't you wanna to understand? We have to do this ourselves.
"
"03" "04" "
" "[The rancher's barn, that same night. The boys break into the barn with Jakov]
"
"03" "04" "Stan:
" "[softly] Sshh! Be quit. We could get in big trouble for being here.
"
"03" "04" "Jakov:
" "[sees his mate and can't help it] Junjun!
"
"03" "04" "Stan:
" "[softly, curtly] Sh! Keep quiet, stupid!
"
"03" "04" "Jakov:
" "[rushes up to her] Oh, Junjun, I'm so glad you're okay! [she's sitting on some hay]
"
"03" "04" "Kyle:
" "[softly, curtly] Dude, have you ever heard of whispering?!
"
"03" "04" "Jakov:
" "[turns around] I am whispering! [steps on a rake, whose handle smacks him on the head] Yyeow!
"
"03" "04" "Cartman:
" "[laughing] Haaahahahah. You're so funny, Jakov.
"
"03" "04" "Jakov:
" "[soothing his head] I am?
"
"03" "04" "Stan:
" "Okay, uh, Jakov, why don't you just take bunga here and go back to Stark's Pond?
"
"03" "04" "Jakov:
" "Oh, I don't know. This place is kinda nicer than Stark's Pond. [the barn doors open to show the Mayor, the rancher, and the DOI agents looking quite angry.]
"
"03" "04" "Junjun:
" "Aw, we's in big doodoo now.
"
"03" "04" "Jakov:
" "Uh oh.
"
"03" "04" "
" "[Jimbo's lodge, daytime. Ned is on the phone]
"
"03" "04" "Operator:
" "Hello, and welcome to Voice Box Express, your #1 source for voice boxes. I'm Amanda. How may I help you?
"
"03" "04" "Ned:
" "[eructing] Yes... Hello..., um..., I... lost... my... voice... box...
"
"03" "04" "Amanda:
" "Excuse me?
"
"03" "04" "Ned:
" "I... lost... my... voice... box...
"
"03" "04" "Amanda:
" "[after a long pause] Excuse me?
"
"03" "04" "Ned:
" "[faster, after a pause] I... lost... my... voice... box... [Jimbo enters the room and Ned hangs up]
"
"03" "04" "Jimbo:
" "Hey Ned, look what I bought you! A new voice box! [Ned reaches for it, but Jimbo keeps it out of reach, teasing Ned] You want it? You want it? Yeah! Do you? Yeah! You want it? All right, here you go. [hands him the box] Well, try it out!
"
"03" "04" "Ned:
" "[crisply] Mmm. Aw, Jimbo, I can't thank you enough for the new voice box. Gmmm, now, what in the devil is this thing?
"
"03" "04" "Jimbo:
" "Oh, no, I must have picked up the Irish model by mistake.
"
"03" "04" "Ned:
" "Mmm-aw, what a bloody pickle this is! Did you keep the receipt, then?
"
"03" "04" "Man:
" "[barges in] You guys come quick! I've only just heard!
"
"03" "04" "Jimbo:
" "What? What is it?
"
"03" "04" "Man:
" "They've found another one! They've found another jakovasaur! [silence]
"
"03" "04" "Ned:
" "Gmmm, blimey.
"
"03" "04" "
" "[South Park Square. The Mayor stands on stage with the DOI agents and the two jakovasaurs as the townsfolk filter in. The boys stand in front of the steps on the left side of the stage]
"
"03" "04" "Mayor:
" "[on the mic] Here with more on the status of the jakovasaurs is Department of Interior guy.
"
"03" "04" "DOI 1:
" "Thank you, Mayor. [takes over] The noble jakovasaur is on the brink of extinction. And now, you, as a community, have a chance to bring them back.
"
"03" "04" "Cartman:
" "[reading his acceptance speech] Thank you, Mayor, for this distinctive honor...
"
"03" "04" "Kyle:
" "What are you doing, fatass?!
"
"03" "04" "Cartman:
" "I'm preparing my speech for when they call me up to congratulate on me on my discovery. Thank you, Mayor, for this distinctive honor...
"
"03" "04" "DOI 1:
" "...Hope and Jakov are the last of their kind. But with the help of the Mayor, we have implemented a plan to help them breed. We will give them a home and a fighting chance at survival.
"
"03" "04" "Man:
" "[amid much chatter] Yea for us!
"
"03" "04" "Jakov:
" "Thank you!
"
"03" "04" "Mayor:
" "And now, the little boy who first discovered the jakovasaurs, Eric Cartman!
"
"03" "04" "Cartman:
" "[walks to the podium and speaks] Thank you, Mayor, for this honorable distinction.
"
"03" "04" "Man 2:
" "Well, that's about it. Let's go.
"
"03" "04" "Man 3:
" "Yeah. [the crowd begins to disperse]
"
"03" "04" "Cartman:
" "You know, there's really only two seasons here in South Park: Winter, and July, heh heh heh. But, but um, seriously, South Park has always been a place of discovery for me... [finds himself all alone in the square] Ey, you sons of bitches! Get back here! I'm having a god-damned distinctive honor!
"
"03" "04" "
" "[The jakovasaurs' new home. Everyone involved in finding and caring for the jakovasaurs is there]
"
"03" "04" "Jakov:
" "Wow!! It's so pretty!
"
"03" "04" "DOI 1:
" "Well, Jakov, we hope this new home inspires you and Hope to uh, hm, you know... [the room falls silent]
"
"03" "04" "Jakov:
" "What?
"
"03" "04" "DOI 2:
" "Well, we'd love to see more jakovasaurs, so, maybe you two should uuh...
"
"03" "04" "Jakov:
" "What?
"
"03" "04" "DOI 3:
" "Get to some business. [make a ring with the thumb and index finger of one hand and sticks the other index finger through the ring]
"
"03" "04" "Jakov:
" "[scratches his head] What??
"
"03" "04" "Kyle:
" "They want you to have sex, God-damnit!!
"
"03" "04" "Jakov:
" "Ooohh.
"
"03" "04" "Mayor:
" "[as the rest leave the house] We'll just leave you two lovebirds alone.
"
"03" "04" "Jakov:
" "Well, all right, then. [the Mayor closes the door]
"
"03" "04" "
" "[The jakovasaurs have no idea what to do, so they don't do anything. Outside, the boys, the agents, the Mayor, the rancher, and Jimbo wait for something to happen. Sure enough, things are heard falling inside. Jakov is heard moaning and yelling as he stumbles around. Junjun runs out of the house and Jakov stands at the entrance]
"
"03" "04" "Junjun:
" "Meesa just don't wanna!
"
"03" "04" "Jakov:
" "[walking out] I don't know what to do!
"
"03" "04" "DOI 1:
" "Jakov, to have sex, all you need to do is, well, you know, put your... [sees there's nothing where something should be] Hmmm. [stroke his chin] I guess we don't know exactly how jakovasaurs mate.
"
"03" "04" "DOI 2:
" "[holds his index finger up] There is... another option.
"
"03" "04" "
" "[Mephesto's ranch. The boys, the agents, and the Mayor are present with the jakovasaurs. Jakov and Junjun are on the examination table.]
"
"03" "04" "Mephesto:
" "I've managed to artificially inseminate Hope with your semen.
"
"03" "04" "Jakov:
" "I have seamen? Where's their boat? [imitates a fog horn] Arrrrr-urrrrr! Arrrrr-urrrrr! [Cartman laughs]
"
"03" "04" "Mephesto:
" "Yes, yes, that's... very funny, Jakov. [Jakov stops] I... will need to examine Hope once more to see if the process worked. [sticks a syringe into Junjun's arm and draws a blood sample. Junjun reacts immediately as Mephesto goes to his microscope]
"
"03" "04" "Junjun:
" "Oh-wwoooooop! Oh-wwoooooop!
"
"03" "04" "Jakov:
" "[adds his reaction] Arrrrr-urrrrr! Arrrrr-urrrrr!
"
"03" "04" "Stan:
" "God-damn!
"
"03" "04" "Kyle:
" "Shut up!!
"
"03" "04" "Mephesto:
" "Yes! Yes, I think it worked! [Jakov and Junjun stop as Mephesto turns to face the group] You are going to be parents!
"
"03" "04" "DOI 3:
" "Yeah!
"
"03" "04" "DOI 2:
" "We did it!
"
"03" "04" "Jakov:
" "Now I can be like all the other guys in South Park!
"
"03" "04" "Stan:
" "[to Kyle] Dude, do we really want another one of these things hanging around?
"
"03" "04" "
" "[The Marsh house. A football game is heard inside. Next, several men are behind or sitting on the sofa. Seated are Randy, Gerald, and Stuart, and behind are Chef, Mr. Mackey, and Mr. Garrison. Jakov is seated next to them on a folding chair. Jakov will now know what it is to be one of the guys.]
"
"03" "04" "Commentator:
" "...and Bubby Brister is having a great first quarter! Let's see what trickery he uses here. Here's the snap, and he's down-
"
"03" "04" "Jakov:
" "Thanks for inviting me to watch the game, guys!
"
"03" "04" "Randy:
" "No problem, Jakov.
"
"03" "04" "Commentator:
" "To the 40-yard line!
"
"03" "04" "Men:
" "Yea!
"
"03" "04" "Jakov:
" "Go Niners! Ni-ners!
"
"03" "04" "Gerald:
" "We're rooting for the Broncos here, Jakov!
"
"03" "04" "Jakov:
" "Oooops!
"
"03" "04" "Commentator:
" "...to Terrell Davis! He's at the 50, the 40, the 30,... [the men are happy]
"
"03" "04" "Jakov:
" "You guys know what? [they angrily snap their heads in his directions] This one time, I was watching this rabbit, a brown rabbit-
"
"03" "04" "Commentator:
" "He breaks another tackle, and the ball is loose!
"
"03" "04" "Jakov:
" "You guys know what... happened? It touched Junjun right in front of me.
"
"03" "04" "Randy:
" "Hey Jakov. Uh, could you run down to the store and get some more... pretzels?
"
"03" "04" "Jakov:
" "Sure. You got money?
"
"03" "04" "Gerald:
" "[hands him some bills] Here- here you go. And and don't go to the store down the block. The one four miles away in Fairplay has better pretzels.
"
"03" "04" "Jakov:
" "[gets up] Cool beans. [trips over the plug, knocking down the TV] Oopsie. I'll be right back. [closes the door]
"
"03" "04" "Mr. Mackey:
" "Jakovasaurs kinda piss me off, mkay.
"
"03" "04" "The others:
" "Yup.
"
"03" "04" "
" "[The house of the jakovasaurs. The boys, the agents, Jimbo, Mephesto, the Mayor, and Sheila are all present]
"
"03" "04" "DOI 1:
" "Amazing! The gestation period was only four days.
"
"03" "04" "DOI 2:
" "At that rate, we could repopulate the jakovasaurs in just a few years.
"
"03" "04" "Junjun:
" "Doe-wooop!
"
"03" "04" "DOI 1:
" "Don't worry, Hope. Everything's gonna be fine, just fine.
"
"03" "04" "DOI 3:
" "Just fine.
"
"03" "04" "DOI 2:
" "Fine.
"
"03" "04" "Kyle:
" "Dude, I don't wanna watch this thing have a baby.
